encoded_length	23456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz	16		22
decode	01	10100011110011100101000010100101111100010000000000100111010011010111001111011110100011010110011110100101110111110000110100010110	0	a3ce50a5-f100-274d-73de-8d67a5df0d16
encode	01	be89058b-8e49-68c4-e397-9ab940a80721		10111110100010010000010110001011100011100100100101101000110001001110001110010111100110101011100101000000101010000000011100100001
decode	01	10111110100010010000010110001011100011100100100101101000110001001110001110010111100110101011100101000000101010000000011100100001	0	be89058b-8e49-68c4-e397-9ab940a80721
encode	01	d1c301f6-9548-81c3-61e6-9df6ce56b19a		11010001110000110000000111110110100101010100100010000001110000110110000111100110100111011111011011001110010101101011000110011010
decode	01	11010001110000110000000111110110100101010100100010000001110000110110000111100110100111011111011011001110010101101011000110011010	0	d1c301f6-9548-81c3-61e6-9df6ce56b19a
encode	01	19420f48-30d5-ed22-42e7-7581f9c5c08c		00011001010000100000111101001000001100001101010111101101001000100100001011100111011101011000000111111001110001011100000010001100
decode	01	00011001010000100000111101001000001100001101010111101101001000100100001011100111011101011000000111111001110001011100000010001100	0	19420f48-30d5-ed22-42e7-7581f9c5c08c
encode	01	32e2c8b1-f8dd-5ec1-454a-92c402e443b0		00110010111000101100100010110001111110001101110101011110110000010100010101001010100100101100010000000010111001000100001110110000
decode	01	00110010111000101100100010110001111110001101110101011110110000010100010101001010100100101100010000000010111001000100001110110000	0	32e2c8b1-f8dd-5ec1-454a-92c402e443b0
encode	01	f7328ca0-bee6-531b-57e1-fffe1e981303		11110111001100101000110010100000101111101110011001010011000110110101011111100001111111111111111000011110100110000001001100000011
decode	01	11110111001100101000110010100000101111101110011001010011000110110101011111100001111111111111111000011110100110000001001100000011	0	f7328ca0-bee6-531b-57e1-fffe1e981303
encode	01	a5fa5852-532f-ea29-95bd-4bb7e20b5639		10100101111110100101100001010010010100110010111111101010001010011001010110111101010010111011011111100010000010110101011000111001
decode	01	10100101111110100101100001010010010100110010111111101010001010011001010110111101010010111011011111100010000010110101011000111001	0	a5fa5852-532f-ea29-95bd-4bb7e20b5639
encode	01	7b842df4-04ee-1062-439e-b035c7fedc83		01111011100001000010110111110100000001001110111000010000011000100100001110011110101100000011010111000111111111101101110010000011
decode	01	01111011100001000010110111110100000001001110111000010000011000100100001110011110101100000011010111000111111111101101110010000011	0	7b842df4-04ee-1062-439e-b035c7fedc83
encode	01	6a1a3a3e-86ce-112c-d58c-d4f8eeb42962		01101010000110100011101000111110100001101100111000010001001011001101010110001100110101001111100011101110101101000010100101100010
decode	01	01101010000110100011101000111110100001101100111000010001001011001101010110001100110101001111100011101110101101000010100101100010	0	6a1a3a3e-86ce-112c-d58c-d4f8eeb42962
encode	01	27affd26-9ea8-07fe-28e4-42ca0379ffc4		00100111101011111111110100100110100111101010100000000111111111100010100011100100010000101100101000000011011110011111111111000100
decode	01	00100111101011111111110100100110100111101010100000000111111111100010100011100100010000101100101000000011011110011111111111000100	0	27affd26-9ea8-07fe-28e4-42ca0379ffc4
encode	01	0e7a4f0f-1d82-af60-a271-1bbeceef7f7b		00001110011110100100111100001111000111011000001010101111011000001010001001110001000110111011111011001110111011110111111101111011
decode	01	00001110011110100100111100001111000111011000001010101111011000001010001001110001000110111011111011001110111011110111111101111011	0	0e7a4f0f-1d82-af60-a271-1bbeceef7f7b
encode	01	dcd645de-6de0-fdcd-fc34-985719dcd097		11011100110101100100010111011110011011011110000011111101110011011111110000110100100110000101011100011001110111001101000010010111
decode	01	11011100110101100100010111011110011011011110000011111101110011011111110000110100100110000101011100011001110111001101000010010111	0	dcd645de-6de0-fdcd-fc34-985719dcd097
encode	01	e0215e65-e17f-6c37-350a-4c1bef6f5245		11100000001000010101111001100101111000010111111101101100001101110011010100001010010011000001101111101111011011110101001001000101
decode	01	11100000001000010101111001100101111000010111111101101100001101110011010100001010010011000001101111101111011011110101001001000101	0	e0215e65-e17f-6c37-350a-4c1bef6f5245
encode	01	5071cfcf-f1d7-af36-45c1-2ff8172bd717		01010000011100011100111111001111111100011101011110101111001101100100010111000001001011111111100000010111001010111101011100010111
decode	01	01010000011100011100111111001111111100011101011110101111001101100100010111000001001011111111100000010111001010111101011100010111	0	5071cfcf-f1d7-af36-45c1-2ff8172bd717
encode	01	4f7edee3-bc33-3b8b-9a34-aac056c8e510		01001111011111101101111011100011101111000011001100111011100010111001101000110100101010101100000001010110110010001110010100010000
decode	01	01001111011111101101111011100011101111000011001100111011100010111001101000110100101010101100000001010110110010001110010100010000	0	4f7edee3-bc33-3b8b-9a34-aac056c8e510
encode	01	37fb69cd-6555-21ee-ed11-77dfe6897013		00110111111110110110100111001101011001010101010100100001111011101110110100010001011101111101111111100110100010010111000000010011
decode	01	00110111111110110110100111001101011001010101010100100001111011101110110100010001011101111101111111100110100010010111000000010011	0	37fb69cd-6555-21ee-ed11-77dfe6897013
encode	01	a745a43e-8968-0d6d-9c47-6b2af8e2d89d		10100111010001011010010000111110100010010110100000001101011011011001110001000111011010110010101011111000111000101101100010011101
decode	01	10100111010001011010010000111110100010010110100000001101011011011001110001000111011010110010101011111000111000101101100010011101	0	a745a43e-8968-0d6d-9c47-6b2af8e2d89d
encode	01	9d4e32a9-bc21-333a-5322-d7fa88b660c7		10011101010011100011001010101001101111000010000100110011001110100101001100100010110101111111101010001000101101100110000011000111
decode	01	10011101010011100011001010101001101111000010000100110011001110100101001100100010110101111111101010001000101101100110000011000111	0	9d4e32a9-bc21-333a-5322-d7fa88b660c7
encode	01	e74c7798-26f4-6398-34e3-3dbf28f534de		11100111010011000111011110011000001001101111010001100011100110000011010011100011001111011011111100101000111101010011010011011110
decode	01	11100111010011000111011110011000001001101111010001100011100110000011010011100011001111011011111100101000111101010011010011011110	0	e74c7798-26f4-6398-34e3-3dbf28f534de
encode	01	d3644377-5c9b-7ed4-348b-bbcede43414d		11010011011001000100001101110111010111001001101101111110110101000011010010001011101110111100111011011110010000110100000101001101
decode	01	11010011011001000100001101110111010111001001101101111110110101000011010010001011101110111100111011011110010000110100000101001101	0	d3644377-5c9b-7ed4-348b-bbcede43414d
encode	01	e4487363-f5eb-c5e1-3966-5c6edaccc3b7		11100100010010000111001101100011111101011110101111000101111000010011100101100110010111000110111011011010110011001100001110110111
decode	01	11100100010010000111001101100011111101011110101111000101111000010011100101100110010111000110111011011010110011001100001110110111	0	e4487363-f5eb-c5e1-3966-5c6edaccc3b7
encode	01	497cf682-186a-745e-95c2-78e433508b13		01001001011111001111011010000010000110000110101001110100010111101001010111000010011110001110010000110011010100001000101100010011
decode	01	01001001011111001111011010000010000110000110101001110100010111101001010111000010011110001110010000110011010100001000101100010011	0	497cf682-186a-745e-95c2-78e433508b13
encode	01	e0ac8b0a-dbee-2849-1e15-a1bbb646f64f		11100000101011001000101100001010110110111110111000101000010010010001111000010101101000011011101110110110010001101111011001001111
decode	01	11100000101011001000101100001010110110111110111000101000010010010001111000010101101000011011101110110110010001101111011001001111	0	e0ac8b0a-dbee-2849-1e15-a1bbb646f64f
encode	01	16c3d3c3-0539-ee95-e30e-1a07d13bb9b7		00010110110000111101001111000011000001010011100111101110100101011110001100001110000110100000011111010001001110111011100110110111
decode	01	00010110110000111101001111000011000001010011100111101110100101011110001100001110000110100000011111010001001110111011100110110111	0	16c3d3c3-0539-ee95-e30e-1a07d13bb9b7
encode	01	5c078659-93de-83a7-4ccf-26933e471dee		01011100000001111000011001011001100100111101111010000011101001110100110011001111001001101001001100111110010001110001110111101110
decode	01	01011100000001111000011001011001100100111101111010000011101001110100110011001111001001101001001100111110010001110001110111101110	0	5c078659-93de-83a7-4ccf-26933e471dee
encode	01	5a665b9a-1d1d-bdda-7d6c-b7708568cd47		01011010011001100101101110011010000111010001110110111101110110100111110101101100101101110111000010000101011010001100110101000111
decode	01	01011010011001100101101110011010000111010001110110111101110110100111110101101100101101110111000010000101011010001100110101000111	0	5a665b9a-1d1d-bdda-7d6c-b7708568cd47
encode	01	8c4f2fcf-37ad-7c07-34a0-8d3219142d8f		10001100010011110010111111001111001101111010110101111100000001110011010010100000100011010011001000011001000101000010110110001111
decode	01	10001100010011110010111111001111001101111010110101111100000001110011010010100000100011010011001000011001000101000010110110001111	0	8c4f2fcf-37ad-7c07-34a0-8d3219142d8f
encode	01	bf36808f-f721-67a3-3276-c6eee25ffaa3		10111111001101101000000010001111111101110010000101100111101000110011001001110110110001101110111011100010010111111111101010100011
decode	01	10111111001101101000000010001111111101110010000101100111101000110011001001110110110001101110111011100010010111111111101010100011	0	bf36808f-f721-67a3-3276-c6eee25ffaa3
encode	01	3a3e57ba-491b-a1cd-e772-5b6e26915615		00111010001111100101011110111010010010010001101110100001110011011110011101110010010110110110111000100110100100010101011000010101
decode	01	00111010001111100101011110111010010010010001101110100001110011011110011101110010010110110110111000100110100100010101011000010101	0	3a3e57ba-491b-a1cd-e772-5b6e26915615
encode	01	eb816dba-43ed-8046-fc9f-d7867a83aae8		11101011100000010110110110111010010000111110110110000000010001101111110010011111110101111000011001111010100000111010101011101000
decode	01	11101011100000010110110110111010010000111110110110000000010001101111110010011111110101111000011001111010100000111010101011101000	0	eb816dba-43ed-8046-fc9f-d7867a83aae8
encode	01	29439590-7086-1b75-7d34-80880386d608		00101001010000111001010110010000011100001000011000011011011101010111110100110100100000001000100000000011100001101101011000001000
decode	01	00101001010000111001010110010000011100001000011000011011011101010111110100110100100000001000100000000011100001101101011000001000	0	29439590-7086-1b75-7d34-80880386d608
encode	01	91aa5749-fd5e-2f18-358c-1aa5cd446696		10010001101010100101011101001001111111010101111000101111000110000011010110001100000110101010010111001101010001000110011010010110
decode	01	10010001101010100101011101001001111111010101111000101111000110000011010110001100000110101010010111001101010001000110011010010110	0	91aa5749-fd5e-2f18-358c-1aa5cd446696
encode	01	4ef43f36-8e61-3b6e-5742-166a1da64bea		01001110111101000011111100110110100011100110000100111011011011100101011101000010000101100110101000011101101001100100101111101010
decode	01	01001110111101000011111100110110100011100110000100111011011011100101011101000010000101100110101000011101101001100100101111101010	0	4ef43f36-8e61-3b6e-5742-166a1da64bea
encode	01	30a6a9d3-1161-be77-8b49-e8347efe6e95		00110000101001101010100111010011000100010110000110111110011101111000101101001001111010000011010001111110111111100110111010010101
decode	01	00110000101001101010100111010011000100010110000110111110011101111000101101001001111010000011010001111110111111100110111010010101	0	30a6a9d3-1161-be77-8b49-e8347efe6e95
encode	01	70db8ab3-df58-63ea-b04f-50f6af65f187		01110000110110111000101010110011110111110101100001100011111010101011000001001111010100001111011010101111011001011111000110000111
decode	01	01110000110110111000101010110011110111110101100001100011111010101011000001001111010100001111011010101111011001011111000110000111	0	70db8ab3-df58-63ea-b04f-50f6af65f187
encode	01	be2aec16-037b-9f90-8044-e4be5e788ddb		10111110001010101110110000010110000000110111101110011111100100001000000001000100111001001011111001011110011110001000110111011011
decode	01	10111110001010101110110000010110000000110111101110011111100100001000000001000100111001001011111001011110011110001000110111011011	0	be2aec16-037b-9f90-8044-e4be5e788ddb
encode	01	b206edad-8588-b820-1126-f84f42ce5e65		10110010000001101110110110101101100001011000100010111000001000000001000100100110111110000100111101000010110011100101111001100101
decode	01	10110010000001101110110110101101100001011000100010111000001000000001000100100110111110000100111101000010110011100101111001100101	0	b206edad-8588-b820-1126-f84f42ce5e65
encode	01	00af240b-1921-832c-5a98-166dfbaa4f28		00000000101011110010010000001011000110010010000110000011001011000101101010011000000101100110110111111011101010100100111100101000
